,site,yr,Value.mn,date
1,Grassy_Creek,2010,0.308158156,2010
2,Grassy_Creek,2011,0.198375499,2011
3,Grassy_Creek,2012,0.204486513,2012
4,Grassy_Creek,2013,0.264724497,2013
5,Grassy_Creek,2014,0.182774142,2014
6,Grassy_Creek,2015,0.284484751,2015
7,Grassy_Creek,2016,0.261133093,2016
8,Grassy_Creek,2017,0.265527216,2017
9,Grassy_Creek,2018,0.219911959,2018
10,Grassy_Creek,2019,0.257680356,2019
11,Grassy_Creek,2020,0.224497402,2020
12,Grassy_Creek,2021,NA,2021
13,Grassy_Creek,2022,0.262128103,2022
