,site,yr,Value.mn,date
1,NoName_Creek,2010,0.250916959,2010
2,NoName_Creek,2011,0.195999474,2011
3,NoName_Creek,2012,0.171075389,2012
4,NoName_Creek,2013,0.239565748,2013
5,NoName_Creek,2014,0.237656039,2014
6,NoName_Creek,2015,0.253185115,2015
7,NoName_Creek,2016,0.253718687,2016
8,NoName_Creek,2017,0.261423631,2017
9,NoName_Creek,2018,0.21773678,2018
10,NoName_Creek,2019,0.241489097,2019
11,NoName_Creek,2020,0.206971182,2020
12,NoName_Creek,2021,NA,2021
13,NoName_Creek,2022,0.255321294,2022
